sleep_response,sleep,slpnaps,totwrk,educ,age,agesq,male,marr,yngkid,gdhlth,inlf,hrwage,lhrwage,work_hours_week,sleep_hours_week,sleep_hours_day,wage_observed,not_in_labor_force
3353,3353,3353,2475,8,62,3844,0,1,0,1,1,3.179999351501465,1.1568809747695925,41.25,55.88333333333333,7.983333333333333,1,0
3350,3350,3425,2050,14,35,1225,0,1,0,1,1,3.179999351501465,1.1568809747695925,34.166666666666664,55.833333333333336,7.976190476190476,1,0
2580,2580,2580,2575,9,26,676,1,1,0,1,1,3.179999351501465,1.1568809747695925,42.916666666666664,43.0,6.142857142857142,1,0
3633,3633,3633,2170,12,44,1936,0,1,0,1,1,2.6599998474121094,0.9783260226249696,36.166666666666664,60.55,8.65,1,0
3955,3955,4015,1763,9,48,2304,0,1,0,1,1,2.06000018119812,0.7227060198783875,29.383333333333333,65.91666666666667,9.416666666666666,1,0
4215,4215,4530,2525,8,51,2601,0,1,0,0,1,1.609999656677246,0.4762339890003204,42.083333333333336,70.25,10.035714285714285,1,0
2733,2733,2981,3226,6,47,2209,0,0,0,1,1,0.5400000810623169,-0.6161860227584839,53.766666666666666,45.55,6.507142857142857,1,0
3270,3270,3270,0,12,43,1849,0,1,0,1,1,0.3500000536441803,-1.0498219728469849,0.0,54.5,7.7857142857142865,1,0
3128,3128,3203,2173,16,32,1024,0,1,0,1,1,5.769999504089356,1.7526719570159912,36.21666666666667,52.13333333333333,7.447619047619047,1,0
3515,3515,3515,2843,13,24,576,1,1,0,1,1,6.65999698638916,1.8961189985275269,47.38333333333333,58.583333333333336,8.369047619047619,1,0
4068,4068,4103,2568,16,28,784,0,1,0,1,1,1.819999098777771,0.5988360047340393,42.8,67.8,9.685714285714285,1,0
3885,3885,4035,913,14,33,1089,0,1,0,1,1,1.819999098777771,0.5988360047340393,15.216666666666667,64.75,9.25,1,0
3410,3410,3470,1497,12,28,784,0,1,1,1,1,1.5199995040893557,0.4187099933624267,24.95,56.833333333333336,8.119047619047619,1,0
3641,3641,3791,2686,13,24,576,0,1,0,1,1,3.6499993801116943,1.2947269678115845,44.766666666666666,60.68333333333333,8.66904761904762,1,0
4091,4091,4181,75,13,24,576,0,1,0,1,1,2.180000305175781,0.779325008392334,1.25,68.18333333333334,9.74047619047619,1,0
2708,2708,2708,2325,12,49,2401,0,1,0,1,1,4.990000247955322,1.607435941696167,38.75,45.13333333333333,6.447619047619047,1,0
2640,2640,2745,2538,16,27,729,0,0,0,1,1,4.990000247955322,1.607435941696167,42.3,44.0,6.2857142857142865,1,0
2918,2918,2918,2038,16,23,529,1,0,0,1,1,4.990000247955322,1.607435941696167,33.96666666666667,48.63333333333333,6.947619047619047,1,0
2983,2983,2983,2025,12,32,1024,0,1,0,1,1,5.090000629425049,1.627277970314026,33.75,49.71666666666667,7.102380952380953,1,0
3420,3420,3480,2205,11,39,1521,1,0,0,1,1,4.080000400543213,1.4060970544815063,36.75,57.0,8.142857142857142,1,0
3322,3322,4099,1838,12,35,1225,1,1,1,0,1,2.869999885559082,1.054311990737915,30.633333333333333,55.36666666666667,7.909523809523809,1,0
3553,3553,3553,1570,12,24,576,0,1,0,0,1,3.119999885559082,1.1378329992294312,26.166666666666668,59.21666666666667,8.459523809523809,1,0
3945,3945,4210,1125,12,33,1089,0,1,0,1,1,6.2399983406066895,1.830979943275452,18.75,65.75,9.392857142857142,1,0
3018,3018,3018,2388,16,40,1600,1,1,0,1,1,15.60000228881836,2.7472710609436035,39.8,50.3,7.185714285714286,1,0
2870,2870,3170,1830,13,25,625,0,0,0,1,1,6.2399983406066895,1.830979943275452,30.5,47.833333333333336,6.833333333333333,1,0
2891,2891,2891,2163,12,30,900,0,1,1,1,1,6.2399983406066895,1.830979943275452,36.05,48.18333333333333,6.883333333333334,1,0
3323,3323,3323,1370,16,24,576,0,1,0,1,1,6.2399983406066895,1.830979943275452,22.833333333333332,55.38333333333333,7.911904761904762,1,0
3155,3155,3155,3075,16,25,625,1,1,0,1,1,7.490002155303955,2.0135691165924072,51.25,52.583333333333336,7.511904761904762,1,0
4110,4110,4185,2505,12,34,1156,0,0,0,1,1,3.869997978210449,1.353253960609436,41.75,68.5,9.785714285714285,1,0
3328,3328,3328,2146,12,52,2704,0,1,0,1,1,4.369999885559082,1.474763035774231,35.766666666666666,55.46666666666667,7.923809523809524,1,0
3015,3015,3075,1975,15,25,625,1,1,1,1,1,5.620001792907715,1.7263319492340088,32.916666666666664,50.25,7.178571428571429,1,0
3195,3195,3195,1650,16,37,1369,1,1,1,1,1,11.24000072479248,2.4194788932800293,27.5,53.25,7.607142857142858,1,0
2710,2710,2755,2775,17,26,676,1,1,0,1,1,2.5000007152557373,0.9162909984588624,46.25,45.166666666666664,6.4523809523809526,1,0
2890,2890,3010,2380,12,26,676,0,0,0,1,1,3.750000715255737,1.3217560052871704,39.666666666666664,48.166666666666664,6.8809523809523805,1,0
3578,3578,4121,1321,12,65,4225,1,1,0,1,1,1.2500005960464478,0.223143994808197,22.016666666666666,59.63333333333333,8.519047619047619,1,0
2708,2708,2708,2458,12,32,1024,0,1,0,1,1,2.700000524520874,0.9932519793510436,40.96666666666667,45.13333333333333,6.447619047619047,1,0
4100,4100,4100,3170,10,27,729,1,1,1,1,1,3.750000715255737,1.3217560052871704,52.833333333333336,68.33333333333333,9.761904761904761,1,0
3818,3818,3848,360,4,57,3249,0,0,0,1,1,0.3799999952316284,-0.9675840139389038,6.0,63.63333333333333,9.09047619047619,1,0
3060,3060,3060,750,8,36,1296,0,1,0,1,1,1.6800003051757812,0.5187940001487732,12.5,51.0,7.2857142857142865,1,0
3765,3765,4025,2100,13,51,2601,1,1,0,1,1,3.84999942779541,1.3480730056762695,35.0,62.75,8.964285714285715,1,0
2710,2710,2893,2368,11,52,2704,0,1,0,1,1,7.059999465942383,1.954445004463196,39.46666666666667,45.166666666666664,6.4523809523809526,1,0
3753,3753,3753,1325,17,24,576,0,1,0,1,1,1.800000548362732,0.5877869725227356,22.083333333333332,62.55,8.935714285714285,1,0
3943,3943,3943,2451,12,27,729,0,1,0,1,1,1.800000548362732,0.5877869725227356,40.85,65.71666666666667,9.38809523809524,1,0
3505,3505,3593,1993,13,29,841,0,1,0,1,1,1.8100003004074097,0.593326985836029,33.21666666666667,58.416666666666664,8.345238095238095,1,0
3693,3693,3693,2533,13,30,900,1,1,0,0,1,5.010000705718994,1.6114360094070437,42.21666666666667,61.55,8.792857142857143,1,0
3150,3150,3150,1671,12,30,900,0,1,0,1,1,4.4499993324279785,1.4929039478302002,27.85,52.5,7.5,1,0
2780,2780,2780,1950,16,33,1089,1,0,0,1,1,4.879998683929443,1.5851449966430664,32.5,46.333333333333336,6.6190476190476195,1,0
2955,2955,2955,1313,11,37,1369,1,1,0,1,1,7.519998550415039,2.017565965652466,21.883333333333333,49.25,7.0357142857142865,1,0
2948,2948,3093,1813,14,27,729,0,0,0,1,1,4.42000150680542,1.4861400127410889,30.216666666666665,49.13333333333333,7.01904761904762,1,0
3045,3045,3045,2049,12,37,1369,1,1,0,1,1,6.17000150680542,1.819699048995972,34.15,50.75,7.25,1,0
3595,3595,3655,1963,12,44,1936,0,1,0,1,1,3.2999985218048096,1.1939220428466797,32.71666666666667,59.916666666666664,8.559523809523808,1,0
2985,2985,2985,0,8,62,3844,1,1,0,1,1,4.620001316070557,1.5303950309753418,0.0,49.75,7.107142857142858,1,0
3346,3346,3346,2288,12,54,2916,0,1,0,1,1,6.600001811981201,1.8870699405670168,38.13333333333333,55.766666666666666,7.966666666666667,1,0
3195,3195,3195,2195,14,23,529,1,0,0,1,1,4.950002193450928,1.5993880033493042,36.583333333333336,53.25,7.607142857142858,1,0
3073,3073,3163,2088,12,42,1764,0,0,0,1,1,6.600001811981201,1.8870699405670168,34.8,51.21666666666667,7.316666666666666,1,0
3608,3608,3608,2100,12,32,1024,0,0,0,1,1,10.55999755859375,2.3570730686187744,35.0,60.13333333333333,8.59047619047619,1,0
2928,2928,2928,2606,17,28,784,1,0,0,1,1,2.640000104904175,0.9707790017127992,43.43333333333333,48.8,6.9714285714285715,1,0
3525,3525,3525,1875,12,32,1024,0,1,0,1,1,2.640000104904175,0.9707790017127992,31.25,58.75,8.392857142857142,1,0
3953,3953,3953,2351,14,57,3249,0,1,0,1,1,3.2999985218048096,1.1939220428466797,39.18333333333333,65.88333333333334,9.411904761904761,1,0
3218,3218,3218,2300,13,50,2500,0,1,0,1,1,7.919998645782471,2.0693910121917725,38.333333333333336,53.63333333333333,7.661904761904762,1,0
3848,3848,3893,2126,17,35,1225,0,0,0,1,1,3.9599997997283936,1.3762439489364624,35.43333333333333,64.13333333333334,9.161904761904761,1,0
3740,3740,3740,515,12,28,784,0,0,1,1,1,3.2999985218048096,1.1939220428466797,8.583333333333334,62.333333333333336,8.904761904761905,1,0
3570,3570,3570,2560,12,60,3600,0,1,0,1,1,2.640000104904175,0.9707790017127992,42.666666666666664,59.5,8.5,1,0
3218,3218,3458,2026,17,39,1521,0,0,0,1,1,11.220000267028809,2.4176979064941406,33.766666666666666,53.63333333333333,7.661904761904762,1,0
3255,3255,3255,2100,12,29,841,1,1,0,1,1,6.600001811981201,1.8870699405670168,35.0,54.25,7.75,1,0
3363,3363,3813,1673,12,43,1849,1,0,0,1,1,2.8399999141693115,1.0438040494918823,27.883333333333333,56.05,8.007142857142858,1,0
3286,3286,3286,2275,12,47,2209,0,1,0,1,1,3.700000762939453,1.3083330392837524,37.916666666666664,54.766666666666666,7.823809523809524,1,0
3255,3255,3255,2750,11,33,1089,0,1,0,1,1,5.090000629425049,1.627277970314026,45.833333333333336,54.25,7.75,1,0
3548,3548,3548,2178,12,45,2025,0,1,0,1,1,2.099999189376831,0.741936981678009,36.3,59.13333333333333,8.447619047619048,1,0
3181,3181,3181,1208,9,54,2916,0,1,0,1,1,1.3999996185302734,0.3364720046520233,20.133333333333333,53.016666666666666,7.573809523809524,1,0
3188,3188,3248,1175,12,45,2025,0,1,0,1,1,1.43999981880188,0.3646430075168609,19.583333333333332,53.13333333333333,7.590476190476191,1,0
3318,3318,3601,0,14,51,2601,0,1,0,1,1,5.999997138977051,1.791759014129639,0.0,55.3,7.9,1,0
4030,4030,4030,2193,12,24,576,0,0,1,1,1,3.06000018119812,1.1184149980545044,36.55,67.16666666666667,9.595238095238095,1,0
2746,2746,2746,2288,9,32,1024,0,1,0,0,1,2.8900015354156494,1.061257004737854,38.13333333333333,45.766666666666666,6.538095238095238,1,0
3410,3410,3410,0,12,42,1764,0,1,0,1,1,2.169999599456787,0.7747269868850708,0.0,56.833333333333336,8.119047619047619,1,0
3943,3943,4088,2013,12,60,3600,0,0,0,1,1,0.959999978542328,-0.0408219993114471,33.55,65.71666666666667,9.38809523809524,1,0
2423,2423,2423,2138,11,48,2304,0,0,0,1,1,1.919999599456787,0.6523249745368958,35.63333333333333,40.38333333333333,5.76904761904762,1,0
3388,3388,3478,2233,12,39,1521,0,1,0,1,1,3.200000762939453,1.1631510257720947,37.21666666666667,56.46666666666667,8.066666666666666,1,0
3280,3280,3280,1905,16,36,1296,0,1,0,1,1,3.809999227523804,1.337628960609436,31.75,54.666666666666664,7.809523809523809,1,0
3376,3376,3376,375,13,56,3136,0,1,0,1,1,3.2100000381469727,1.1662709712982178,6.25,56.266666666666666,8.038095238095238,1,0
3458,3458,3458,1538,12,48,2304,0,1,0,1,1,2.309998750686645,0.8372470140457153,25.633333333333333,57.63333333333333,8.233333333333333,1,0
3710,3710,3710,788,16,34,1156,0,1,0,1,1,2.309998750686645,0.8372470140457153,13.133333333333333,61.833333333333336,8.833333333333334,1,0
3196,3196,3709,2293,10,33,1089,0,1,0,1,1,1.5399993658065796,0.4317820072174072,38.21666666666667,53.266666666666666,7.609523809523809,1,0
3206,3206,3236,838,17,48,2304,1,0,0,0,1,3.700000762939453,1.3083330392837524,13.966666666666667,53.43333333333333,7.633333333333334,1,0
2881,2881,4054,2866,8,31,961,1,1,1,1,1,2.159999370574951,0.7701079845428467,47.766666666666666,48.016666666666666,6.859523809523809,1,0
3113,3113,3218,2031,10,56,3136,0,1,0,1,1,1.8100003004074097,0.593326985836029,33.85,51.88333333333333,7.411904761904762,1,0
3128,3128,3128,1738,11,46,2116,0,1,0,1,1,2.2199995517730717,0.7975069880485535,28.966666666666665,52.13333333333333,7.447619047619047,1,0
3203,3203,3308,1525,10,38,1444,0,1,0,1,1,0.919999659061432,-0.0833820030093193,25.416666666666668,53.38333333333333,7.626190476190476,1,0
3330,3330,3815,330,12,23,529,0,1,0,0,1,2.7699990272521973,1.0188469886779783,5.5,55.5,7.928571428571429,1,0
4180,4180,4360,2570,10,30,900,1,0,0,1,1,16.629995346069336,2.8112080097198486,42.833333333333336,69.66666666666667,9.952380952380953,1,0
3368,3368,3368,1093,11,33,1089,0,1,0,1,1,2.309998750686645,0.8372470140457153,18.216666666666665,56.13333333333333,8.019047619047619,1,0
3295,3295,3295,2805,8,50,2500,0,1,0,1,1,4.159999847412109,1.425515055656433,46.75,54.916666666666664,7.845238095238096,1,0
3103,3103,3508,825,12,51,2601,0,1,0,1,1,1.959999084472656,0.6729440093040466,13.75,51.71666666666667,7.388095238095238,1,0
3373,3373,3441,68,16,35,1225,0,1,0,1,1,5.769999504089356,1.7526719570159912,1.1333333333333333,56.21666666666667,8.03095238095238,1,0
3210,3210,3210,3203,16,53,2809,0,1,0,1,1,3.3700008392333984,1.214913010597229,53.38333333333333,53.5,7.642857142857142,1,0
2698,2698,2698,1553,12,33,1089,0,1,0,1,1,2.8900015354156494,1.061257004737854,25.883333333333333,44.96666666666667,6.423809523809524,1,0
3633,3633,4608,1025,12,49,2401,0,1,0,1,1,2.3799989223480225,0.8671000003814697,17.083333333333332,60.55,8.65,1,0
2413,2413,2443,2701,8,44,1936,0,1,0,1,1,3.1500017642974854,1.1474030017852783,45.016666666666666,40.21666666666667,5.745238095238095,1,0
3818,3818,3878,125,12,28,784,0,1,0,1,1,0.550000011920929,-0.597836971282959,2.0833333333333335,63.63333333333333,9.09047619047619,1,0
3420,3420,3480,0,12,64,4096,1,1,0,1,1,3.4600014686584477,1.2412689924240112,0.0,57.0,8.142857142857142,1,0
3215,3215,3228,375,12,61,3721,0,1,0,1,1,3.4600014686584477,1.2412689924240112,6.25,53.583333333333336,7.654761904761904,1,0
2623,2623,3268,1920,12,32,1024,0,0,0,1,1,1.729999303817749,0.5481209754943848,32.0,43.71666666666667,6.245238095238095,1,0
2643,2643,2643,1408,11,34,1156,1,1,0,1,1,3.4600014686584477,1.2412689924240112,23.466666666666665,44.05,6.292857142857143,1,0
3353,3353,3353,1995,12,43,1849,0,1,0,1,1,2.4800009727478027,0.9082589745521544,33.25,55.88333333333333,7.983333333333333,1,0
3558,3558,3588,1600,17,25,625,1,1,0,1,1,2.999999046325684,1.0986119508743286,26.666666666666668,59.3,8.471428571428572,1,0
2828,2828,2978,1243,17,39,1521,0,1,0,1,1,5.769999504089356,1.7526719570159912,20.716666666666665,47.13333333333333,6.733333333333333,1,0
3148,3148,3208,1988,17,60,3600,1,1,0,1,1,25.39999771118164,3.2347490787506104,33.13333333333333,52.46666666666667,7.495238095238095,1,0
3773,3773,4148,0,12,25,625,0,1,0,1,1,2.309998750686645,0.8372470140457153,0.0,62.88333333333333,8.983333333333333,1,0
3405,3405,3518,375,14,55,3025,0,1,0,1,1,2.309998750686645,0.8372470140457153,6.25,56.75,8.107142857142858,1,0
3278,3278,3483,1051,17,45,2025,0,1,0,1,1,4.620001316070557,1.5303950309753418,17.516666666666666,54.63333333333333,7.804761904761905,1,0
2868,2868,3243,1733,8,52,2704,0,1,0,0,1,2.309998750686645,0.8372470140457153,28.883333333333333,47.8,6.828571428571428,1,0
3900,3900,4035,363,5,63,3969,0,0,0,0,1,4.620001316070557,1.5303950309753418,6.05,65.0,9.285714285714285,1,0
2508,2508,2621,1230,16,26,676,0,1,1,1,1,7.51000452041626,2.0162360668182373,20.5,41.8,5.9714285714285715,1,0
3555,3555,3555,1816,6,26,676,0,1,1,1,1,2.510000705718994,0.920283019542694,30.266666666666666,59.25,8.464285714285714,1,0
3630,3630,4155,625,8,58,3364,0,0,0,0,1,2.720000505447388,1.0006320476531982,10.416666666666666,60.5,8.642857142857142,1,0
3215,3215,3215,0,11,60,3600,0,0,0,1,1,1.1500000953674316,0.1397619992494583,0.0,53.583333333333336,7.654761904761904,1,0
3180,3180,3180,0,12,31,961,0,1,0,1,1,5.049998760223389,1.619387984275818,0.0,53.0,7.571428571428571,1,0
3938,3938,3938,588,12,57,3249,0,1,0,1,1,3.3800008296966557,1.2178759574890137,9.8,65.63333333333334,9.376190476190477,1,0
3466,3466,3565,1050,16,39,1521,0,1,0,1,1,2.8900015354156494,1.061257004737854,17.5,57.766666666666666,8.252380952380953,1,0
2678,2678,2678,800,15,25,625,0,1,1,1,1,0.919999659061432,-0.0833820030093193,13.333333333333334,44.63333333333333,6.376190476190476,1,0
3223,3223,3298,900,16,48,2304,0,1,0,1,1,2.309998750686645,0.8372470140457153,15.0,53.71666666666667,7.673809523809524,1,0
3428,3428,3493,638,17,28,784,0,1,0,1,1,3.0800013542175293,1.1249300241470337,10.633333333333333,57.13333333333333,8.161904761904761,1,0
3967,3967,4367,1751,6,37,1369,0,0,0,0,1,1.5399993658065796,0.4317820072174072,29.183333333333334,66.11666666666666,9.445238095238095,1,0
3525,3525,3650,900,12,49,2401,0,1,0,1,1,3.0800013542175293,1.1249300241470337,15.0,58.75,8.392857142857142,1,0
3143,3143,3353,900,12,48,2304,0,1,0,1,1,5.69999885559082,1.7404659986495972,15.0,52.38333333333333,7.483333333333333,1,0
3700,3700,3715,388,12,26,676,0,1,0,0,1,2.2199995517730717,0.7975069880485535,6.466666666666667,61.666666666666664,8.809523809523808,1,0
3245,3245,3245,305,17,27,729,0,1,1,1,1,6.220000743865967,1.8277699947357176,5.083333333333333,54.083333333333336,7.726190476190476,1,0
2010,2010,2495,808,12,40,1600,0,1,0,1,1,3.4600014686584477,1.2412689924240112,13.466666666666667,33.5,4.7857142857142865,1,0
3055,3055,3055,875,12,38,1444,0,1,0,1,1,2.309998750686645,0.8372470140457153,14.583333333333334,50.916666666666664,7.273809523809524,1,0
3458,3458,3628,613,12,40,1600,0,1,0,1,1,2.309998750686645,0.8372470140457153,10.216666666666667,57.63333333333333,8.233333333333333,1,0
4235,4235,4235,1183,12,30,900,0,1,1,1,1,2.080000162124634,0.732367992401123,19.716666666666665,70.58333333333333,10.083333333333334,1,0
3890,3890,3890,1050,16,30,900,0,1,1,1,1,2.309998750686645,0.8372470140457153,17.5,64.83333333333333,9.261904761904761,1,0
4005,4005,5280,520,10,34,1156,0,1,0,1,1,2.8900015354156494,1.061257004737854,8.666666666666666,66.75,9.535714285714285,1,0
3773,3773,3773,353,17,33,1089,0,1,0,1,1,23.09000968933105,3.139400005340576,5.883333333333334,62.88333333333333,8.983333333333333,1,0
3465,3465,3465,2700,10,26,676,0,1,1,1,1,11.550006866455078,2.446686029434204,45.0,57.75,8.25,1,0
3460,3460,3520,0,14,27,729,0,1,0,1,1,1.390000343322754,0.3293040096759796,0.0,57.666666666666664,8.238095238095237,1,0
3360,3360,3418,0,12,23,529,0,1,0,1,1,2.8900015354156494,1.061257004737854,0.0,56.0,8.0,1,0
3863,3863,4073,0,1,62,3844,0,1,0,0,1,1.919999599456787,0.6523249745368958,0.0,64.38333333333334,9.197619047619048,1,0
3105,3105,3305,0,17,39,1521,0,1,0,1,1,2.309998750686645,0.8372470140457153,0.0,51.75,7.392857142857142,1,0
3715,3715,4025,2443,17,34,1156,1,1,0,1,0,,,40.71666666666667,61.916666666666664,8.845238095238095,0,1
3450,3450,3450,995,15,44,1936,1,1,0,1,0,,,16.583333333333332,57.5,8.214285714285714,0,1
3735,3735,3735,1975,15,58,3364,1,1,0,1,0,,,32.916666666666664,62.25,8.892857142857142,0,1
4095,4095,4140,1313,16,29,841,0,1,0,1,0,,,21.883333333333333,68.25,9.75,0,1
2770,2770,2770,4000,12,39,1521,1,1,0,1,0,,,66.66666666666667,46.166666666666664,6.595238095238096,0,1
2760,2760,2760,3518,17,41,1681,1,1,0,1,0,,,58.63333333333333,46.0,6.571428571428571,0,1
4100,4100,4100,188,12,55,3025,1,1,0,1,0,,,3.1333333333333333,68.33333333333333,9.761904761904761,0,1
2800,2800,2800,0,12,28,784,0,1,1,1,0,,,0.0,46.666666666666664,6.666666666666667,0,1
2865,2865,2865,3438,12,41,1681,1,1,0,1,0,,,57.3,47.75,6.821428571428571,0,1
3430,3430,4127,1150,8,46,2116,1,1,0,1,0,,,19.166666666666668,57.166666666666664,8.166666666666666,0,1
4266,4266,4474,2880,5,56,3136,1,0,0,1,0,,,48.0,71.1,10.157142857142857,0,1
2911,2911,2911,2100,12,52,2704,0,0,0,1,0,,,35.0,48.516666666666666,6.93095238095238,0,1
2746,2746,2916,2740,12,33,1089,1,1,0,1,0,,,45.666666666666664,45.766666666666666,6.538095238095238,0,1
2663,2663,3038,0,9,47,2209,0,1,0,1,0,,,0.0,44.38333333333333,6.340476190476191,0,1
2940,2940,3390,2475,12,35,1225,1,1,0,1,0,,,41.25,49.0,7.0,0,1
2640,2640,2700,3180,16,27,729,1,1,1,1,0,,,53.0,44.0,6.2857142857142865,0,1
2930,2930,2930,1950,17,34,1156,0,1,0,1,0,,,32.5,48.833333333333336,6.976190476190476,0,1
2955,2955,2955,2225,14,26,676,0,0,0,1,0,,,37.083333333333336,49.25,7.0357142857142865,0,1
3595,3595,3595,2478,12,60,3600,1,1,0,1,0,,,41.3,59.916666666666664,8.559523809523808,0,1
2905,2905,2905,3648,12,27,729,1,1,1,1,0,,,60.8,48.416666666666664,6.916666666666667,0,1
2533,2533,2638,1565,12,42,1764,0,1,0,1,0,,,26.083333333333332,42.21666666666667,6.030952380952381,0,1
2820,2820,2820,3615,14,31,961,0,1,0,1,0,,,60.25,47.0,6.7142857142857135,0,1
2755,2755,3105,2705,11,29,841,1,0,0,0,0,,,45.083333333333336,45.916666666666664,6.559523809523809,0,1
2806,2806,2851,2476,12,31,961,1,1,1,1,0,,,41.266666666666666,46.766666666666666,6.68095238095238,0,1
4200,4200,4350,0,5,65,4225,1,1,0,0,0,,,0.0,70.0,10.0,0,1
2448,2448,2613,3325,16,41,1681,1,1,0,1,0,,,55.416666666666664,40.8,5.828571428571428,0,1
4095,4095,4095,1413,16,36,1296,1,1,0,1,0,,,23.55,68.25,9.75,0,1
2355,2355,2355,2726,14,54,2916,0,1,0,1,0,,,45.43333333333333,39.25,5.607142857142858,0,1
4050,4050,4140,0,13,24,576,0,1,0,1,0,,,0.0,67.5,9.642857142857142,0,1
3990,3990,4170,1725,7,56,3136,0,1,0,0,0,,,28.75,66.5,9.5,0,1
3975,3975,3975,0,12,28,784,0,1,0,1,0,,,0.0,66.25,9.464285714285715,0,1
2738,2738,2768,2475,10,41,1681,1,1,0,1,0,,,41.25,45.63333333333333,6.51904761904762,0,1
2848,2848,3073,638,16,24,576,0,1,0,1,0,,,10.633333333333333,47.46666666666667,6.780952380952381,0,1
2818,2818,2968,2505,12,32,1024,1,1,0,1,0,,,41.75,46.96666666666667,6.70952380952381,0,1
2470,2470,2470,2026,16,38,1444,1,1,0,1,0,,,33.766666666666666,41.166666666666664,5.8809523809523805,0,1
3855,3855,3895,360,17,33,1089,0,1,0,1,0,,,6.0,64.25,9.178571428571427,0,1
3803,3803,3953,2446,5,43,1849,1,1,0,1,0,,,40.766666666666666,63.38333333333333,9.054761904761905,0,1
2940,2940,2940,1725,17,41,1681,0,1,0,1,0,,,28.75,49.0,7.0,0,1
3791,3791,3871,2808,15,34,1156,1,0,0,1,0,,,46.8,63.18333333333333,9.026190476190475,0,1
3785,3785,3785,800,12,31,961,1,1,0,1,0,,,13.333333333333334,63.083333333333336,9.011904761904761,0,1
3755,3755,3755,1138,13,55,3025,1,1,0,1,0,,,18.966666666666665,62.583333333333336,8.940476190476192,0,1
3745,3745,3745,900,8,62,3844,0,1,0,1,0,,,15.0,62.416666666666664,8.916666666666666,0,1
3743,3743,3743,3118,17,54,2916,1,1,0,1,0,,,51.96666666666667,62.38333333333333,8.911904761904761,0,1
2113,2113,2293,2488,14,33,1089,1,1,0,1,0,,,41.46666666666667,35.21666666666667,5.030952380952381,0,1
4350,4350,5240,480,12,60,3600,1,1,0,1,0,,,8.0,72.5,10.357142857142858,0,1
3860,3860,3860,1334,12,28,784,0,0,0,0,0,,,22.233333333333334,64.33333333333333,9.190476190476192,0,1
2053,2053,2053,2276,12,32,1024,1,1,1,1,0,,,37.93333333333333,34.21666666666667,4.888095238095238,0,1
3705,3705,3705,940,12,32,1024,0,0,0,1,0,,,15.666666666666666,61.75,8.821428571428573,0,1
3703,3703,3793,2948,12,30,900,0,0,0,1,0,,,49.13333333333333,61.71666666666667,8.816666666666666,0,1
2381,2381,2471,2760,12,33,1089,0,0,0,1,0,,,46.0,39.68333333333333,5.669047619047619,0,1
3670,3670,3730,2175,14,38,1444,1,0,0,1,0,,,36.25,61.166666666666664,8.738095238095239,0,1
3655,3655,3655,460,16,47,2209,0,1,0,1,0,,,7.666666666666667,60.916666666666664,8.702380952380953,0,1
3650,3650,3650,1773,16,40,1600,0,1,0,1,0,,,29.55,60.833333333333336,8.690476190476192,0,1
3643,3643,3643,3085,11,28,784,1,1,0,1,0,,,51.416666666666664,60.71666666666667,8.673809523809524,0,1
3638,3638,3638,1375,11,27,729,0,1,0,1,0,,,22.916666666666668,60.63333333333333,8.661904761904761,0,1
3733,3733,3733,2288,16,28,784,1,1,1,1,0,,,38.13333333333333,62.21666666666667,8.88809523809524,0,1
3725,3725,3725,2616,9,44,1936,1,1,0,1,0,,,43.6,62.083333333333336,8.869047619047619,0,1
3630,3630,3780,875,16,25,625,0,1,0,1,0,,,14.583333333333334,60.5,8.642857142857142,0,1
3628,3628,3628,0,7,58,3364,1,0,0,0,0,,,0.0,60.46666666666667,8.63809523809524,0,1
3628,3628,3708,1013,16,28,784,0,1,0,1,0,,,16.883333333333333,60.46666666666667,8.63809523809524,0,1
3800,3800,4035,1925,5,52,2704,0,1,0,1,0,,,32.083333333333336,63.333333333333336,9.047619047619047,0,1
3615,3615,3615,2443,16,27,729,0,0,0,1,0,,,40.71666666666667,60.25,8.607142857142858,0,1
3600,3600,3690,2163,12,42,1764,1,1,0,1,0,,,36.05,60.0,8.571428571428573,0,1
3598,3598,3598,2376,14,56,3136,1,1,0,1,0,,,39.6,59.96666666666667,8.566666666666666,0,1
1740,1740,1785,2909,16,50,2500,1,1,0,1,0,,,48.483333333333334,29.0,4.142857142857143,0,1
3583,3583,3706,2508,12,64,4096,1,1,0,0,0,,,41.8,59.71666666666667,8.53095238095238,0,1
3580,3580,3580,3166,12,44,1936,1,1,0,1,0,,,52.766666666666666,59.666666666666664,8.523809523809524,0,1
2700,2700,2700,2206,14,33,1089,0,1,0,1,0,,,36.766666666666666,45.0,6.428571428571429,0,1
3565,3565,3815,2150,8,44,1936,0,1,0,1,0,,,35.833333333333336,59.416666666666664,8.488095238095237,0,1
3550,3550,3550,2455,16,24,576,1,0,0,1,0,,,40.916666666666664,59.166666666666664,8.452380952380953,0,1
3548,3548,3773,113,12,32,1024,0,1,0,1,0,,,1.8833333333333333,59.13333333333333,8.447619047619048,0,1
3543,3543,3543,1088,8,35,1225,0,1,0,1,0,,,18.133333333333333,59.05,8.435714285714287,0,1
3538,3538,3921,2388,14,54,2916,1,1,0,1,0,,,39.8,58.96666666666667,8.423809523809524,0,1
3530,3530,3530,4805,12,37,1369,1,1,0,1,0,,,80.08333333333333,58.833333333333336,8.404761904761905,0,1
3525,3525,3525,1933,16,28,784,1,1,0,1,0,,,32.21666666666667,58.75,8.392857142857142,0,1
